UserID,JobID,label,City,State
13,821691,1,0,1
13,108638,0,0,0
13,481340,0,0,0
13,709284,0,0,0
13,578682,0,0,0
13,491020,0,0,0
13,676902,0,0,0
13,60704,0,0,0
13,426440,0,0,0
13,728974,0,0,0
13,992893,0,0,0
13,1114341,0,0,0
13,347750,0,0,0
13,742349,0,0,0
13,145841,0,0,0
13,331086,0,0,0
13,34856,0,0,0
13,257567,0,0,0
13,285748,0,0,0
13,1009158,0,0,0
13,994885,0,0,0
13,261595,0,0,0
13,51352,0,0,0
13,173568,0,0,0
13,576868,0,0,0
13,9944,0,0,0
13,52387,0,0,0
13,317929,0,0,0
13,824809,0,0,0
13,29615,0,0,0
13,284991,0,0,0
13,725081,0,0,0
13,265893,0,0,0
13,333959,0,0,0
13,128774,0,0,0
13,1094977,0,0,0
13,961951,0,0,0
13,427568,0,0,0
13,197999,0,0,0
13,334100,0,0,0
13,941983,0,0,0
13,44755,0,0,0
13,22057,0,0,0
13,428302,0,0,0
13,727045,0,0,0
13,392596,0,0,0
13,727378,0,0,0
13,921082,0,0,0
13,581115,0,0,0
13,13064,0,0,0
13,527229,0,0,0
13,491755,0,0,0
13,879768,0,0,0
13,127198,0,0,0
13,870979,0,0,0
13,948588,0,0,0
13,21231,0,0,0
13,947353,0,0,0
13,656976,0,0,0
13,1074738,0,0,0
13,647409,0,0,0
13,140776,0,0,0
13,1106041,0,0,0
13,62546,0,0,0
13,456726,0,0,0
13,84750,0,0,0
13,92940,0,0,0
13,408064,0,0,0
13,1000522,0,0,0
13,45531,0,0,0
13,330124,0,0,0
13,926267,0,0,0
13,45060,0,0,0
13,988221,0,0,0
13,898198,0,0,0
13,752818,0,0,0
13,104165,0,0,0
13,629133,0,0,0
13,444781,0,0,0
13,164112,0,0,0
13,433866,0,0,0
13,1115792,0,0,0
13,876946,0,0,0
13,654241,0,0,0
13,912345,0,0,0
13,952822,0,0,0
13,325548,0,0,0
13,918664,0,0,0
13,842301,0,0,0
13,179698,0,0,0
13,430031,0,0,0
13,644011,0,0,0
13,850242,0,0,0
13,54709,0,0,0
13,862206,0,0,0
13,689533,0,0,0
13,840777,0,0,0
13,307198,0,0,0
13,1097428,0,0,0
13,893014,0,0,0
1066,709999,1,0,0
1066,498012,0,0,0
1066,601124,0,0,0
1066,875997,0,0,0
1066,282047,0,0,0
1066,592139,0,0,0
1066,336867,0,0,0
1066,314427,0,0,0
1066,584264,0,0,0
1066,97621,0,0,0
1066,306710,0,0,0
1066,336884,0,0,0
1066,478612,0,0,0
1066,680215,0,0,0
1066,610608,0,0,0
1066,869077,0,0,0
1066,1071077,0,0,0
1066,160628,0,0,0
1066,169066,0,0,0
1066,194171,0,0,0
1066,224992,0,0,0
1066,481324,0,0,0
1066,1088374,0,0,0
1066,528626,0,0,0
1066,726871,0,0,0
1066,1096563,0,0,0
1066,1067909,0,0,0
1066,800281,0,0,0
1066,572636,0,0,0
1066,462236,0,0,0
1066,665220,0,0,0
1066,229917,0,0,0
1066,229238,0,0,0
1066,400018,0,0,0
1066,182001,0,0,0
1066,610090,0,0,0
1066,17497,0,0,0
1066,74355,0,0,0
1066,997513,0,0,0
1066,574712,0,0,0
1066,449991,0,0,0
1066,486815,0,0,0
1066,671716,0,0,0
1066,205318,0,0,0
1066,310330,0,0,0
1066,78124,0,0,0
1066,2057,0,0,0
1066,899609,0,0,0
1066,996364,0,0,0
1066,727290,0,0,0
1066,129471,0,0,0
1066,528952,0,0,0
1066,288819,0,0,0
